transactionid,accountid,transactionamount,transactiondate,transactiontype,location,deviceid,ip_address,merchantid,channel,customerage,customeroccupation,transactionduration,loginattempts,accountbalance,previoustransactiondate,log_amount,high_value_txn,time_since_last_txn_mins,txn_hour,is_night_txn,high_login_attempts,long_txn_duration,fraud_flag,fraud_score,fraud_risk_score,fraud_risk_bucket,expected_fraud_loss
TX001785,AC00030,251.4,2023-07-05 16:52:09,Debit,Tucson,D000502,189.20.224.220,M023,ATM,57,Retired,178,1,2561.67,2024-11-04 08:11:03,5.5310151306670585,0,0.0,16,0,0,0,0,-0.2420492549192243,6.150594589514051,Low,15.462594798038324
TX001786,AC00341,184.56,2023-11-30 16:07:36,Debit,Virginia Beach,D000434,182.84.41.229,M058,Online,21,Student,93,1,1549.27,2024-11-04 08:06:41,5.223378279883543,0,0.0,16,0,0,0,0,-0.25060342916646866,3.884067981788354,Low,7.168435867188586
TX001787,AC00162,33.76,2023-01-16 17:39:25,Debit,Seattle,D000311,122.94.26.104,M024,Online,26,Engineer,227,1,3253.51,2024-11-04 08:08:48,3.548467300397191,0,0.0,17,0,0,0,0,-0.18766580792266235,20.560112805402063,Low,6.941094083103737
TX001788,AC00319,253.46,2023-05-22 16:27:35,Debit,Memphis,D000057,8.243.4.138,M046,ATM,45,Engineer,60,1,1338.95,2024-11-04 08:07:11,5.5391436527145546,0,0.0,16,0,0,0,0,-0.2469904898782403,4.841357696982673,Low,12.270905218772283
TX001789,AC00338,1612.37,2023-07-24 17:46:13,Debit,Los Angeles,D000025,16.128.130.153,M078,ATM,65,Retired,173,1,3910.59,2024-11-04 08:08:21,7.386080438057034,1,0.0,17,0,0,0,0,-0.03738624798698942,60.378406348023795,High,973.5233104336312
TX001790,AC00374,138.68,2023-06-14 16:06:24,Credit,Colorado Springs,D000261,49.29.37.185,M002,Branch,22,Student,44,1,206.2,2024-11-04 08:08:39,4.939354092091292,0,0.0,16,0,0,0,0,-0.22335141736184871,11.104801168176696,Low,15.400138260027443
TX001791,AC00451,42.56,2023-07-31 16:25:38,Debit,Fresno,D000682,91.204.200.167,M001,Online,18,Student,146,1,4361.44,2024-11-04 08:07:12,3.77413929806476,0,0.0,16,0,0,0,0,-0.20594934645792362,15.715679505846905,Low,6.688593197688443
TX001792,AC00005,680.76,2023-02-27 16:38:41,Debit,Kansas City,D000035,60.89.202.192,M011,Branch,21,Student,165,1,572.97,2024-11-04 08:09:04,6.524677689751602,0,0.0,16,0,0,0,0,-0.21785085503092405,12.562238264984796,Low,85.51869321271049
TX001793,AC00263,53.83,2023-05-31 17:21:07,Debit,Baltimore,D000471,4.134.78.167,M062,Branch,70,Retired,131,1,4580.59,2024-11-04 08:11:45,4.004237489415957,0,0.0,17,0,0,0,0,-0.21982002330926248,12.040484537629847,Low,6.481392826606147
TX001794,AC00432,11.09,2023-10-31 16:54:40,Debit,Charlotte,D000137,41.110.46.150,M094,Branch,51,Engineer,95,1,2990.05,2024-11-04 08:10:21,2.492378664626701,0,0.0,16,0,0,0,0,-0.19091040201577464,19.700420375629825,Low,2.184776619657348
TX001795,AC00274,37.81,2023-07-24 16:44:34,Debit,Colorado Springs,D000070,53.218.177.171,M074,Branch,63,Retired,195,1,5208.98,2024-11-04 08:11:06,3.658677945380815,0,0.0,16,0,0,0,0,-0.20439565337023974,16.127348314745603,Low,6.097750397805314
TX001796,AC00103,449.18,2023-12-25 17:01:44,Debit,Denver,D000578,195.164.171.146,M006,Online,67,Retired,50,1,1025.99,2024-11-04 08:09:23,6.109647502785692,0,0.0,17,0,0,0,0,-0.20808228337360757,15.150533399131183,Low,68.05316592221745
TX001797,AC00146,1135.8,2023-09-06 16:03:15,Debit,San Diego,D000485,16.131.3.140,M004,ATM,30,Doctor,250,1,13534.3,2024-11-04 08:07:14,7.035972576782891,1,0.0,16,0,0,0,0,-0.00355893272059038,69.34134162420403,High,787.5789581677094
TX001798,AC00359,297.6,2023-10-03 16:48:49,Debit,Milwaukee,D000255,192.95.36.246,M099,Online,39,Doctor,162,1,1461.17,2024-11-04 08:09:49,5.69910488510509,0,0.0,16,0,0,0,0,-0.25066593944634663,3.8675051659624504,Low,11.509695373904252
TX001799,AC00164,683.75,2023-02-20 18:56:31,Debit,Las Vegas,D000312,190.92.63.219,M073,Branch,32,Doctor,106,1,6333.72,2024-11-04 08:07:48,6.529053808143187,0,0.0,18,0,0,0,0,-0.23972234733748132,6.767135449602104,Low,46.27028863665438
TX001800,AC00079,21.4,2023-02-13 16:14:00,Credit,Kansas City,D000168,115.241.186.164,M009,Online,48,Engineer,129,1,8551.6,2024-11-04 08:12:21,3.109060958860994,0,0.0,16,0,0,0,0,-0.21274729748324123,13.914484389689202,Low,2.977699659393489
TX001801,AC00209,315.94,2023-09-29 18:23:17,Debit,Omaha,D000099,89.237.88.251,M092,ATM,78,Retired,93,1,4273.99,2024-11-04 08:06:28,5.758712481514662,0,0.0,18,0,0,0,0,-0.21862042636679935,12.358331510353715,Low,39.04491257381153
TX001802,AC00018,331.32,2023-06-05 17:24:29,Debit,Sacramento,D000334,200.164.13.160,M078,Branch,61,Doctor,137,5,13054.54,2024-11-04 08:07:35,5.806098360127802,0,0.0,17,0,1,0,1,0.0233370134061176,76.46773112413481,High,253.35288676048347
TX001803,AC00401,223.76,2023-08-11 16:02:33,Credit,Boston,D000441,1.98.25.114,M013,Branch,74,Retired,110,1,4102.23,2024-11-04 08:10:57,5.415033166243997,0,0.0,16,0,0,0,0,-0.22978618660350664,9.39983523233656,Low,21.03307131587629
TX001804,AC00179,216.03,2023-10-27 18:28:05,Debit,Boston,D000160,90.111.245.138,M042,ATM,42,Doctor,300,1,10462.77,2024-11-04 08:09:44,5.380035592832894,0,0.0,18,0,0,1,0,-0.041384017676737495,59.319151402838145,Medium,128.14716277555124
TX001805,AC00274,17.42,2023-11-08 17:24:54,Debit,Dallas,D000516,218.238.171.184,M006,ATM,74,Retired,150,1,6851.31,2024-11-04 08:12:14,2.913437030827161,0,0.0,17,0,0,0,0,-0.17171408471045407,24.786704882503212,Low,4.31784399053206
TX001806,AC00354,491.91,2023-01-09 17:15:18,Debit,Milwaukee,D000314,193.217.248.188,M036,Online,78,Retired,155,1,2421.94,2024-11-04 08:09:09,6.200326601596422,0,0.0,17,0,0,0,0,-0.19855074113944843,17.676024868204575,Low,86.95013392918513
TX001807,AC00025,350.11,2023-03-13 17:10:34,Credit,Raleigh,D000510,24.181.236.233,M050,Online,74,Retired,178,1,4639.04,2024-11-04 08:08:12,5.861099564682769,0,0.0,17,0,0,0,0,-0.21432963453770804,13.495226033162897,Low,47.24813586470662
TX001808,AC00493,218.07,2023-11-06 18:42:53,Debit,Austin,D000002,9.230.41.239,M067,Branch,23,Student,243,1,443.62,2024-11-04 08:06:31,5.389391313447408,0,0.0,18,0,0,0,0,-0.18814933763577812,20.43199606043911,Low,44.55605380899957
TX001809,AC00339,291.09,2023-11-20 18:53:47,Debit,El Paso,D000588,49.31.186.82,M019,Branch,48,Engineer,73,1,6312.79,2024-11-04 08:08:42,5.677061973956591,0,0.0,18,0,0,0,0,-0.25972161585288644,1.4680998074629783,Low,4.2734917295439825
TX001810,AC00454,422.14,2023-11-17 17:31:06,Credit,Albuquerque,D000579,104.155.121.252,M027,Branch,26,Student,109,1,1436.32,2024-11-04 08:07:24,6.047703093555171,0,0.0,17,0,0,0,0,-0.25569552945520824,2.5348575892885887,Low,10.700647827422848
TX001811,AC00152,613.21,2023-03-15 17:45:31,Debit,Tucson,D000614,69.160.14.157,M098,ATM,61,Retired,157,1,3279.12,2024-11-04 08:10:22,6.420336889215765,0,0.0,17,0,0,0,0,-0.2326708106145392,8.635521005700845,Low,52.95387835905816
TX001812,AC00314,73.83,2023-01-05 18:29:09,Debit,Las Vegas,D000546,44.67.137.125,M097,Online,69,Doctor,69,1,6020.29,2024-11-04 08:06:50,4.315218874092267,0,0.0,18,0,0,0,0,-0.2268922128663446,10.166626776178463,Low,7.506020548852558
TX001813,AC00054,67.33,2023-04-13 18:15:52,Debit,Detroit,D000538,133.63.96.21,M073,Online,59,Engineer,36,1,5925.98,2024-11-04 08:07:11,4.224348908792687,0,0.0,18,0,0,0,0,-0.23004522021104667,9.33120130616025,Low,6.282697839437695
TX001814,AC00036,26.92,2023-05-18 18:15:02,Debit,Indianapolis,D000687,49.20.211.229,M053,ATM,62,Retired,43,1,1674.94,2024-11-04 08:07:16,3.329343277894172,0,0.0,18,0,0,0,0,-0.19749418271321129,17.95597214499224,Low,4.8337477014319115
TX001815,AC00397,18.3,2023-02-13 16:21:46,Debit,Mesa,D000315,168.55.35.243,M011,Online,48,Engineer,155,1,3733.52,2024-11-04 08:08:03,2.9601050959108397,0,0.0,16,0,0,0,0,-0.2050451938730165,15.95524510644197,Low,2.919809854478881
TX001816,AC00355,317.94,2023-01-25 17:46:40,Debit,Los Angeles,D000335,170.54.231.239,M091,ATM,54,Engineer,124,1,2996.51,2024-11-04 08:11:41,5.765002997319826,0,0.0,17,0,0,0,0,-0.2588641449110321,1.6952965711588492,Low,5.390025918342445
TX001817,AC00188,179.38,2023-03-13 17:16:57,Debit,Mesa,D000218,199.59.68.207,M028,Online,40,Doctor,173,1,11666.18,2024-11-04 08:10:30,5.195065736737562,0,0.0,17,0,0,0,0,-0.21053470711201067,14.500735593305642,Low,26.011419507271658
TX001818,AC00222,918.95,2023-05-01 16:43:40,Debit,Seattle,D000563,106.244.1.47,M026,Online,68,Doctor,139,1,7006.46,2024-11-04 08:07:44,6.824319320740102,1,0.0,16,0,0,0,0,-0.06785067023457003,52.30650815920968,Medium,480.6706567290573
TX001819,AC00094,13.92,2023-05-29 17:30:14,Debit,Los Angeles,D000553,92.214.76.157,M024,ATM,37,Engineer,209,1,2735.84,2024-11-04 08:09:58,2.702702594775615,0,0.0,17,0,0,0,0,-0.17324713765722627,24.38050491574069,Low,3.3937662842711043
TX001820,AC00004,365.43,2023-11-23 16:51:06,Debit,Portland,D000146,136.172.149.77,M014,ATM,25,Student,176,1,1073.51,2024-11-04 08:09:24,5.903807507177435,0,0.0,16,0,0,0,0,-0.2434119762999551,5.7895259253659,Low,21.156664589064608
TX001821,AC00021,263.59,2023-01-23 16:03:04,Debit,Dallas,D000333,150.25.200.56,M052,Branch,71,Retired,16,1,6996.35,2024-11-04 08:12:00,5.57818145807175,0,0.0,16,0,0,0,0,-0.2028381628035822,16.540023309266356,Low,43.59784744089518
TX001822,AC00102,54.8,2023-06-01 16:15:49,Debit,Albuquerque,D000168,87.50.72.69,M093,Branch,34,Engineer,140,1,4943.49,2024-11-04 08:08:57,4.021773869387265,0,0.0,16,0,0,0,0,-0.24762599110021277,4.672974357198963,Low,2.5607899477450315
TX001823,AC00367,141.49,2023-09-20 16:57:04,Debit,Baltimore,D000657,150.25.200.56,M007,Online,24,Student,75,1,1665.58,2024-11-04 08:11:28,4.959271821807698,0,0.0,16,0,0,0,0,-0.25282350679333515,3.295832943890876,Low,4.6632740323112
TX001824,AC00137,31.39,2023-01-09 17:09:31,Debit,Tucson,D000214,186.57.149.225,M068,ATM,20,Student,15,1,998.49,2024-11-04 08:06:27,3.477849733183238,0,0.0,17,0,0,0,0,-0.17383725325819244,24.224147016945874,Low,7.60395974861931
TX001825,AC00289,93.82,2023-06-26 17:37:20,Debit,San Diego,D000018,16.250.113.156,M006,Online,39,Engineer,176,1,8422.06,2024-11-04 08:11:15,4.551980357473973,0,0.0,17,0,0,0,0,-0.236497797311498,7.621516973825572,Low,7.150507224843151
TX001826,AC00458,5.71,2023-12-01 17:35:32,Debit,Tucson,D000231,109.42.41.157,M071,Branch,21,Student,106,1,1285.42,2024-11-04 08:10:30,1.9035989509835904,0,0.0,17,0,0,0,0,-0.1565931933103354,28.793158538966896,Low,1.6440893525750098
TX001827,AC00493,178.39,2023-08-15 18:22:03,Debit,Tucson,D000257,65.27.212.129,M080,Online,34,Engineer,98,1,8469.43,2024-11-04 08:09:32,5.189562206710999,0,0.0,18,0,0,0,0,-0.24966306887673834,4.133227229182575,Low,7.373264054138795
TX001828,AC00059,126.91,2023-08-23 16:04:43,Debit,Kansas City,D000268,86.103.2.29,M050,ATM,22,Student,42,1,692.69,2024-11-04 08:08:11,4.8513268916113015,0,0.0,16,0,0,0,0,-0.23624326156523673,7.688959140052703,Low,9.758058044640887
TX001829,AC00281,36.09,2023-06-16 16:19:02,Debit,Columbus,D000334,94.88.45.190,M095,Branch,53,Doctor,167,1,12319.26,2024-11-04 08:07:59,3.6133473915014998,0,0.0,16,0,0,0,0,-0.18761478376500312,20.57363224136734,Low,7.425023875909472
TX001830,AC00020,91.77,2023-03-15 17:39:11,Debit,Omaha,D000504,93.160.83.196,M042,Branch,51,Doctor,174,1,9240.73,2024-11-04 08:07:12,4.5301233116651805,0,0.0,17,0,0,0,0,-0.2306299394018187,9.176273248158678,Low,8.421065959835218
TX001831,AC00396,198.92,2023-10-23 16:47:56,Debit,Milwaukee,D000301,4.101.189.38,M020,Online,36,Engineer,100,1,2854.66,2024-11-04 08:10:19,5.297917286526697,0,0.0,16,0,0,0,0,-0.25691614676996444,2.2114410277617016,Low,4.398998492423577
TX001832,AC00402,137.81,2023-10-26 16:52:14,Debit,Detroit,D000260,145.76.10.8,M067,Branch,58,Engineer,44,1,2631.47,2024-11-04 08:07:40,4.9331060915870175,0,0.0,16,0,0,0,0,-0.2383073576437717,7.14205320294149,Low,9.842463518973666
TX001833,AC00385,136.88,2023-07-18 17:41:52,Credit,Memphis,D000545,115.241.186.164,M029,Branch,24,Student,71,1,7465.95,2024-11-04 08:10:54,4.926383741648665,0,0.0,17,0,0,0,0,-0.23416004793102135,8.240930492874647,Low,11.280185658646817
TX001834,AC00167,133.07,2023-09-13 16:22:48,Debit,Sacramento,D000312,207.157.126.125,M001,Branch,21,Student,155,1,1670.99,2024-11-04 08:08:41,4.89836205161347,0,0.0,16,0,0,0,0,-0.24330147261271873,5.818805145093473,Low,7.7430840065758835
TX001835,AC00349,1.14,2023-10-23 16:15:08,Debit,Indianapolis,D000159,93.218.115.132,M071,Branch,43,Doctor,137,1,13913.92,2024-11-04 08:11:37,0.76080582903376,0,0.0,16,0,0,0,0,-0.08135522952109475,48.72832024020889,Medium,0.5555028507383812
TX001836,AC00153,256.34,2023-08-21 16:42:02,Debit,Kansas City,D000383,89.18.54.235,M057,Branch,69,Retired,99,1,7471.63,2024-11-04 08:07:03,5.550398167756844,0,0.0,16,0,0,0,0,-0.23922987032636223,6.897622883822213,Low,17.68136650038986
TX001837,AC00197,56.11,2023-03-27 17:25:28,Debit,Boston,D000668,133.63.96.21,M025,Branch,36,Doctor,109,1,11123.65,2024-11-04 08:06:58,4.044979232676772,0,0.0,17,0,0,0,0,-0.21952468616271337,12.118737502972351,Low,6.799823612917787
TX001838,AC00219,118.1,2023-09-25 16:07:30,Debit,Fort Worth,D000274,62.27.235.199,M058,ATM,50,Engineer,50,1,7976.6,2024-11-04 08:12:07,4.779963476361254,0,0.0,16,0,0,0,0,-0.24495553100582834,5.380543397044251,Low,6.3544217519092605
TX001839,AC00255,137.86,2023-08-28 16:16:57,Credit,Sacramento,D000431,110.64.1.201,M096,Online,66,Doctor,120,1,8046.94,2024-11-04 08:11:15,4.933466231325127,0,0.0,16,0,0,0,0,-0.240436580009592,6.577891308828683,Low,9.068280958351224
TX001840,AC00035,813.78,2023-08-07 17:42:03,Credit,Atlanta,D000627,101.90.40.193,M012,ATM,54,Doctor,55,1,14935.5,2024-11-04 08:08:31,6.702918138150561,0,0.0,17,0,0,0,0,-0.14205132147203225,32.64619431951212,Medium,265.6682001333257
TX001841,AC00003,237.97,2023-01-09 17:26:46,Debit,Columbus,D000498,170.154.69.105,M089,ATM,69,Doctor,69,1,13486.15,2024-11-04 08:06:37,5.476338021040286,0,0.0,17,0,0,0,0,-0.177522886898071,23.24759609926908,Low,55.32230443743064
TX001842,AC00136,684.96,2023-01-09 16:19:47,Debit,Mesa,D000445,165.114.224.47,M070,ATM,21,Student,31,1,526.67,2024-11-04 08:07:05,6.530819316987946,0,0.0,16,0,0,0,0,-0.195647706278609,18.44521726072188,Low,126.3423601490406
TX001843,AC00337,878.63,2023-04-06 16:59:33,Debit,Columbus,D000636,61.95.76.233,M080,ATM,60,Engineer,139,1,4954.37,2024-11-04 08:07:05,6.779501364511001,1,0.0,16,0,0,0,0,-0.07652119645992872,50.009152759991615,Medium,439.39541889511435
TX001844,AC00265,276.56,2023-04-10 17:26:14,Debit,Austin,D000655,28.120.130.118,M002,Branch,68,Doctor,15,1,8942.58,2024-11-04 08:08:57,5.626037126031348,0,0.0,17,0,0,0,0,-0.19215920735024605,19.36953507488194,Low,53.568386203093496
TX001845,AC00356,8.75,2023-06-15 16:10:51,Debit,Louisville,D000502,6.44.165.160,M043,ATM,79,Retired,199,1,4044.62,2024-11-04 08:10:17,2.277267285009756,0,0.0,16,0,0,0,0,-0.11970408545322919,38.5673508895995,Medium,3.3746432028399567
TX001846,AC00305,637.48,2023-09-18 16:27:52,Debit,Colorado Springs,D000005,72.192.101.196,M016,Online,65,Retired,207,1,4148.85,2024-11-04 08:08:09,6.459090351567753,0,0.0,16,0,0,0,0,-0.19571160927532633,18.428285428590932,Low,117.47663395018148
TX001847,AC00300,103.15,2023-08-30 17:56:47,Debit,San Diego,D000658,161.177.41.214,M010,Branch,51,Doctor,179,1,11388.15,2024-11-04 08:07:27,4.645832167706981,0,0.0,17,0,0,0,0,-0.21047090180595318,14.517641541175472,Low,14.9749472497225
TX001848,AC00301,505.6,2023-02-14 17:56:46,Debit,Denver,D000331,104.155.121.252,M021,Branch,52,Retired,183,1,5347.57,2024-11-04 08:10:09,6.227721737567575,0,0.0,17,0,0,0,0,-0.2398287067069061,6.738954314425927,Low,34.072153013737484
TX001849,AC00154,371.86,2023-02-20 17:28:57,Debit,Miami,D000147,41.110.46.150,M073,ATM,46,Doctor,91,1,1329.45,2024-11-04 08:08:19,5.9212030140673155,0,0.0,17,0,0,0,0,-0.2541396026399313,2.9471182499403326,Low,10.959153924228122
TX001850,AC00201,14.26,2023-11-27 17:04:28,Debit,Virginia Beach,D000122,62.152.134.92,M094,Branch,50,Engineer,37,1,2475.65,2024-11-04 08:09:14,2.725235025856311,0,0.0,17,0,0,0,0,-0.1837526575061098,21.596946903328742,Low,3.0797246284146786
TX001851,AC00004,13.16,2023-05-01 17:36:10,Debit,Mesa,D000098,161.177.41.214,M084,Branch,43,Engineer,98,1,1019.46,2024-11-04 08:10:30,2.6504210882655737,0,0.0,17,0,0,0,0,-0.19891013828374976,17.580798471505673,Low,2.3136330788501467
TX001852,AC00237,167.92,2023-06-26 17:54:14,Debit,Memphis,D000671,214.125.131.88,M050,ATM,40,Doctor,136,2,14321.73,2024-11-04 08:08:14,5.129425230065743,0,0.0,17,0,0,0,0,-0.10530832560857706,42.381672621103164,Medium,71.16730466535643
TX001853,AC00304,73.01,2023-05-09 17:02:28,Debit,Houston,D000402,193.217.248.188,M070,ATM,56,Retired,101,1,2833.12,2024-11-04 08:09:48,4.304200219209375,0,0.0,17,0,0,0,0,-0.2450634968213577,5.351936615542119,Low,3.9074489230073013
TX001854,AC00086,201.5,2023-07-14 18:11:41,Credit,Dallas,D000059,193.83.0.183,M066,Online,61,Doctor,196,1,12148.32,2024-11-04 08:08:48,5.310739886546594,0,0.0,18,0,0,0,0,-0.1835265512238835,21.6568563568923,Low,43.63856555913798
TX001855,AC00483,150.3,2023-08-07 17:25:53,Debit,Las Vegas,D000362,188.77.83.72,M077,Online,41,Doctor,204,1,14371.08,2024-11-04 08:08:30,5.01926462079431,0,0.0,17,0,0,0,0,-0.16536916745949543,26.467863502547477,Low,39.78119884432886
TX001856,AC00288,23.7,2023-10-26 17:51:32,Debit,San Francisco,D000142,200.13.225.150,M071,ATM,46,Doctor,32,1,7947.44,2024-11-04 08:11:44,3.2068032436339315,0,0.0,17,0,0,0,0,-0.20054501593282847,17.147618881645595,Low,4.063985674950006
TX001857,AC00134,49.59,2023-08-25 16:45:20,Debit,Boston,D000679,18.92.67.57,M089,Branch,48,Engineer,147,1,6037.03,2024-11-04 08:09:56,3.923753928303845,0,0.0,16,0,0,0,0,-0.24707569586755823,4.8187813925557546,Low,2.3896336925683985
TX001858,AC00130,720.13,2023-02-14 17:58:31,Credit,Omaha,D000228,155.140.33.42,M024,ATM,22,Student,96,1,387.02,2024-11-04 08:07:31,6.580819426163694,0,0.0,17,0,0,0,0,-0.21839243001201525,12.418741760326013,Low,89.43108503863571
TX001859,AC00393,134.92,2023-10-31 16:46:18,Debit,Los Angeles,D000636,125.225.212.244,M021,Online,19,Student,101,1,1081.97,2024-11-04 08:09:40,4.912066477363677,0,0.0,16,0,0,0,0,-0.24390660715701845,5.658467804952065,Low,7.634404762441325
TX001860,AC00029,116.97,2023-07-12 16:52:54,Debit,Oklahoma City,D000054,23.92.205.75,M041,ATM,18,Student,299,1,729.7,2024-11-04 08:08:24,4.770430354853751,0,0.0,16,0,0,1,0,-0.030881980197429937,62.10178672147817,High,72.64045992811302
TX001861,AC00228,11.06,2023-11-01 17:59:04,Debit,Colorado Springs,D000153,30.229.179.194,M037,ATM,34,Engineer,13,3,2782.21,2024-11-04 08:07:08,2.4898941912990393,0,0.0,17,0,1,0,1,0.023272009687183903,76.4505076430242,High,8.455426145318476
TX001862,AC00131,88.29,2023-01-20 16:46:06,Credit,Houston,D000101,194.29.57.163,M039,Online,50,Engineer,287,1,5245.93,2024-11-04 08:09:17,4.491889499529125,0,0.0,16,0,0,1,0,-0.06130452407100695,54.040984688321394,Medium,47.71278538131896
TX001863,AC00233,5.81,2023-06-23 17:36:28,Debit,Houston,D000007,141.121.30.32,M064,ATM,25,Student,222,1,1290.95,2024-11-04 08:08:02,1.918392120161421,0,0.0,17,0,0,0,0,-0.13514159679455406,34.47700514717421,Medium,2.0031139990508215
TX001864,AC00017,103.48,2023-01-30 16:04:17,Debit,Baltimore,D000640,1.98.25.114,M095,ATM,32,Engineer,33,1,6494.25,2024-11-04 08:09:34,4.648995665528121,0,0.0,16,0,0,0,0,-0.23569164478861204,7.835116333646286,Low,8.107778382057177
TX001865,AC00071,156.74,2023-02-24 18:22:31,Debit,Oklahoma City,D000626,147.234.20.46,M010,ATM,70,Retired,136,1,4004.35,2024-11-04 08:08:30,5.060948107969845,0,0.0,18,0,0,0,0,-0.23516787019121466,7.973896422423928,Low,12.498285252507264
TX001866,AC00128,505.14,2023-01-03 17:33:54,Debit,Portland,D000431,48.89.167.189,M058,ATM,68,Retired,179,1,2525.47,2024-11-04 08:11:16,6.226813310860554,0,0.0,17,0,0,0,0,-0.21521120068454302,13.26164496846628,Low,66.98987339371057
TX001867,AC00073,31.06,2023-11-20 16:59:13,Debit,Kansas City,D000308,41.0.10.107,M072,ATM,46,Doctor,61,1,11014.25,2024-11-04 08:07:24,3.467609147181407,0,0.0,16,0,0,0,0,-0.20222064905493414,16.703640661624835,Low,5.188150789500674
TX001868,AC00353,7.61,2023-09-21 18:13:38,Debit,Atlanta,D000531,40.192.99.27,M022,ATM,50,Doctor,163,1,6275.0,2024-11-04 08:08:10,2.1529243184396396,0,0.0,18,0,0,0,0,-0.18406414854742165,21.51441377823734,Low,1.6372468885238616
TX001869,AC00209,276.16,2023-02-13 16:14:17,Credit,Portland,D000024,64.15.0.66,M019,ATM,53,Retired,71,1,1733.34,2024-11-04 08:11:57,5.62459495675918,0,0.0,16,0,0,0,0,-0.25196548823329135,3.5231748053087966,Low,9.729599542340774
TX001870,AC00396,145.77,2023-04-05 16:08:13,Debit,Memphis,D000175,158.129.49.240,M040,ATM,68,Retired,237,1,5294.98,2024-11-04 08:11:25,4.988866735623107,0,0.0,16,0,0,0,0,-0.19777245647058922,17.882240320376667,Low,26.06694171501307
TX001871,AC00439,369.44,2023-11-20 17:11:02,Debit,Detroit,D000572,26.113.209.69,M094,Online,34,Engineer,19,1,5018.67,2024-11-04 08:08:32,5.9146914883020685,0,0.0,17,0,0,0,0,-0.22010892585604824,11.963936493317963,Low,44.19956698091388
TX001872,AC00063,558.86,2023-03-15 17:27:37,Debit,Austin,D000072,156.173.170.140,M040,ATM,60,Doctor,95,1,9844.32,2024-11-04 08:11:19,6.327686752473985,0,0.0,17,0,0,0,0,-0.22515514865862685,10.626881867122924,Low,59.389392002603174
TX001873,AC00203,429.15,2023-03-09 16:21:09,Debit,Las Vegas,D000193,41.0.10.107,M054,Branch,26,Student,218,1,712.13,2024-11-04 08:11:30,6.0641339850673575,0,0.0,16,0,0,0,0,-0.2126160082943997,13.949270966536398,Low,59.86329635289095
TX001874,AC00394,36.74,2023-02-06 17:21:37,Debit,Tucson,D000062,187.52.200.18,M094,Branch,33,Doctor,133,1,6217.58,2024-11-04 08:07:57,3.630720539940404,0,0.0,17,0,0,0,0,-0.2386694224358577,7.046119982356469,Low,2.5887444815177667
TX001875,AC00258,79.14,2023-04-12 17:21:31,Credit,Portland,D000236,170.99.15.217,M061,Online,57,Retired,22,1,2229.56,2024-11-04 08:08:52,4.383775105207999,0,0.0,17,0,0,0,0,-0.21153880525206675,14.234688271211619,Low,11.265332297836874
TX001876,AC00144,132.48,2023-08-09 18:38:49,Debit,Charlotte,D000097,44.197.126.59,M062,Branch,36,Engineer,101,1,9313.05,2024-11-04 08:07:12,4.893951653883173,0,0.0,18,0,0,0,0,-0.24420681068021965,5.57892543728429,Low,7.390960419314227
TX001877,AC00169,136.48,2023-08-14 16:46:26,Debit,Charlotte,D000119,100.137.90.188,M079,Online,52,Engineer,138,4,4618.53,2024-11-04 08:09:36,4.923478451981633,0,0.0,16,0,1,0,0,-0.016192943860951603,65.99381542421388,High,90.0683592909671
TX001878,AC00285,203.76,2023-10-02 16:33:09,Debit,Colorado Springs,D000088,221.105.243.251,M012,Branch,55,Retired,37,1,6747.16,2024-11-04 08:09:45,5.321838561589383,0,0.0,16,0,0,0,0,-0.24500562237004025,5.367271115404658,Low,10.93635162474853
TX001879,AC00047,750.95,2023-09-08 18:16:31,Debit,Chicago,D000551,136.105.231.135,M100,Branch,78,Retired,27,1,5134.37,2024-11-04 08:11:09,6.622669832377622,0,0.0,18,0,0,0,0,-0.16949882897296592,25.373662305488992,Low,190.5435170830696
TX001880,AC00460,0.84,2024-01-01 16:45:56,Debit,Austin,D000527,136.172.149.77,M036,ATM,52,Engineer,31,1,2207.54,2024-11-04 08:07:14,0.6097655716208943,0,0.0,16,0,0,0,0,-0.10189420817542039,43.286282204739194,Medium,0.3636047705198092
TX001881,AC00073,257.18,2023-07-10 17:00:03,Debit,Los Angeles,D000479,81.67.222.238,M010,Online,67,Doctor,28,1,13336.15,2024-11-04 08:10:15,5.553657016078564,0,0.0,17,0,0,0,0,-0.1674708602197349,25.910995893276866,Low,66.63789923832945
TX001882,AC00253,767.66,2023-05-08 17:44:34,Debit,San Jose,D000074,193.209.134.233,M085,ATM,63,Doctor,155,1,1801.69,2024-11-04 08:12:04,6.6446487390963975,0,0.0,17,0,0,0,0,-0.21748902951480514,12.658108086657153,Low,97.17123253803229
TX001883,AC00320,182.29,2023-05-10 16:55:57,Debit,San Diego,D000193,13.30.106.126,M032,Online,54,Doctor,123,1,522.39,2024-11-04 08:08:24,5.211069597983757,0,0.0,16,0,0,0,0,-0.23443060767768958,8.169242583898438,Low,14.891712306188461
TX001884,AC00462,184.51,2023-09-04 16:34:53,Credit,Portland,D000445,169.67.220.37,M021,Online,54,Doctor,118,1,9381.64,2024-11-04 08:09:30,5.223108788950282,0,0.0,16,0,0,0,0,-0.24643325776817426,4.9890027375955235,Low,9.2052089511375
