customerage,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_risk_score,credit_risk_bucket,total_transactions,avg_fraud_risk_score,max_fraud_risk_score,total_expected_fraud_loss,fraud_loss_score,enterprise_risk_score,enterprise_risk_bucket
27,62900,MORTGAGE,1.0,MEDICAL,B,8000,11.46,1,0.11,N,8,19.19950984379191,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,44.38753865154873,Medium
28,74000,MORTGAGE,6.0,VENTURE,E,7000,15.38,1,0.09,N,9,55.98933247768999,Medium,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,59.77238647816627,Medium
28,80000,OWN,2.0,HOMEIMPROVEMENT,C,16000,11.66,0,0.2,Y,7,10.75455471053207,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,32.63151981787151,Low
33,80000,OWN,12.0,HOMEIMPROVEMENT,C,9000,11.97,0,0.11,N,7,7.041050614418082,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,22.117185983955107,Low
27,80000,MORTGAGE,11.0,EDUCATION,A,5000,8.0,0,0.06,N,6,5.742288334070307,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,36.31320574571577,Low
28,80000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,20000,13.24,0,0.25,N,8,85.90719801851719,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,77.72310580266259,High
27,40000,RENT,4.0,MEDICAL,B,12000,12.69,0,0.3,N,8,79.11532700377035,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,80.3370289475358,High
31,40000,RENT,5.0,MEDICAL,B,12000,11.99,0,0.3,N,5,77.9244406241366,High,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,74.60285230241924,High
35,80004,MORTGAGE,2.0,PERSONAL,B,3200,11.11,0,0.04,N,7,10.024069491328534,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,18.035725189056343,Low
28,40000,RENT,12.0,VENTURE,B,12000,11.11,0,0.3,N,5,56.0332724164828,Medium,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,59.79875044144195,Medium
31,80004,MORTGAGE,9.0,MEDICAL,C,3500,12.61,0,0.04,N,10,16.74168533916548,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,37.89319913143657,Low
27,40000,RENT,8.0,MEDICAL,B,12000,10.37,0,0.3,N,9,75.94135652432074,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,78.43264665986604,High
28,80004,MORTGAGE,5.0,MEDICAL,A,12000,6.91,0,0.15,N,6,12.75180658052706,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,33.829870939868506,Low
31,80004,MORTGAGE,9.0,MEDICAL,B,5500,10.75,0,0.07,N,8,14.780572780518575,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,36.71653159624842,Low
28,80004,MORTGAGE,2.0,VENTURE,B,22750,11.49,0,0.28,N,6,15.00962954979441,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,35.18456472142891,Low
28,34000,RENT,0.0,EDUCATION,D,12000,14.61,1,0.35,Y,8,97.88846163199042,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,84.91186397074652,High
30,34000,RENT,0.0,DEBTCONSOLIDATION,C,12000,12.87,1,0.35,N,6,90.22356266793398,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,92.08823586281702,High
35,80004,MORTGAGE,0.0,DEBTCONSOLIDATION,B,14400,10.95,0,0.18,N,5,23.411119793631634,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,26.067955370438202,Low
32,40000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.89,0,0.3,N,10,79.11823957467745,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,52.21075652638717,Medium
30,40000,RENT,13.0,EDUCATION,B,12000,9.2,0,0.3,N,8,62.57217001860293,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,75.4974002732184,High
30,34046,RENT,2.0,MEDICAL,D,12000,14.96,1,0.35,Y,6,98.77084833727348,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,97.21660726442073,High
32,34310,RENT,2.0,VENTURE,D,12000,14.96,1,0.35,Y,8,96.86000912954842,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,62.85581825930975,Medium
30,80256,OWN,11.0,VENTURE,A,24000,7.49,0,0.3,N,7,2.324444473193612,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,39.3487649459728,Low
34,80300,MORTGAGE,3.0,PERSONAL,C,15000,12.73,0,0.19,Y,9,24.17151344381957,Low,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,24.574375421690217,Low
35,80308,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.15,N,10,14.354373725456885,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,20.633907729533355,Low
29,41004,RENT,6.0,PERSONAL,B,12000,10.0,0,0.29,N,7,66.1631026093908,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,71.01813078603077,High
28,74400,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,,1,0.27,N,8,41.90154010618627,Medium,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,51.31971105526403,Medium
32,35830,RENT,,DEBTCONSOLIDATION,A,12000,7.51,1,0.33,N,7,75.67762161284992,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,50.14638574929065,Medium
29,80400,MORTGAGE,13.0,VENTURE,A,8000,7.14,0,0.1,N,10,4.363586588539961,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,33.93842117352026,Low
32,42000,RENT,13.0,PERSONAL,A,12000,7.51,0,0.29,N,8,55.87026254039431,Medium,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,38.261970305817286,Low
31,42000,RENT,12.0,PERSONAL,B,12000,,0,0.29,N,9,67.77213593061119,High,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,68.511469486304,Medium
27,42000,RENT,2.0,PERSONAL,B,12000,10.65,0,0.29,N,7,67.46816113872747,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,73.34872942851007,High
29,80496,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10000,13.72,0,0.12,N,10,30.60008627043666,Medium,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,49.68032098265828,Medium
28,80500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,7.74,0,0.07,N,5,10.072315102383792,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,32.22217605298254,Low
28,80569,MORTGAGE,2.0,EDUCATION,B,4000,9.63,0,0.05,N,7,7.854731538173876,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,30.891625914456593,Low
28,42000,RENT,0.0,VENTURE,B,12000,11.11,0,0.29,N,9,53.166757639531866,Medium,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,58.07884157527138,Medium
34,80600,MORTGAGE,2.0,EDUCATION,B,15000,12.21,0,0.19,N,6,16.49043326680022,Low,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,19.96572731547861,Low
27,36000,RENT,2.0,DEBTCONSOLIDATION,D,12000,14.09,1,0.33,Y,10,98.44974829331971,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,91.93768172126542,High
31,36000,RENT,4.0,EDUCATION,B,12000,10.36,1,0.33,N,8,72.85728104017642,High,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,71.56255655204313,High
28,80748,MORTGAGE,5.0,MEDICAL,A,5000,7.51,0,0.06,N,9,9.110184611315637,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,31.64489775834165,Low
27,80800,MORTGAGE,3.0,PERSONAL,C,3000,,0,0.04,N,10,12.124929312455665,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,40.14279033274698,Medium
30,42000,RENT,1.0,PERSONAL,B,12000,9.88,0,0.29,N,8,65.98410690471236,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,77.54456240488406,High
31,42000,RENT,1.0,MEDICAL,B,12000,10.99,0,0.29,N,9,74.33625519894635,High,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,72.44994104730509,High
33,42000,RENT,3.0,DEBTCONSOLIDATION,C,12000,13.57,0,0.29,N,7,81.85625422584074,High,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,67.0063081508087,Medium
35,81000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,5400,,0,0.07,N,5,15.886258454869967,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,21.553038567181204,Low
28,81000,MORTGAGE,6.0,VENTURE,A,2500,5.99,0,0.03,N,6,2.9180686356668213,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,27.929628172952363,Low
30,42600,RENT,13.0,VENTURE,B,12000,11.71,0,0.28,N,8,50.84113647452272,Medium,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,68.45878014677027,Medium
30,42886,RENT,3.0,PERSONAL,B,12000,10.59,0,0.28,N,10,64.40264483435064,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,76.59568516266702,High
29,81000,MORTGAGE,5.0,PERSONAL,A,14000,7.66,0,0.17,N,9,10.64063587590102,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,37.704650745936895,Low
27,81000,OWN,4.0,VENTURE,C,9000,13.43,0,0.11,Y,9,2.431057012309409,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,34.32646695265923,Low
32,81000,MORTGAGE,1.0,PERSONAL,B,10000,10.37,0,0.12,N,10,12.814426011989646,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,12.42846838877449,Low
33,81000,OWN,4.0,PERSONAL,A,12000,6.17,0,0.15,N,8,2.011795613140463,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,19.099632983188535,Low
28,81000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,6.17,0,0.07,N,10,11.453194407910662,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,33.050703636298664,Low
34,39000,OWN,5.0,HOMEIMPROVEMENT,B,12000,11.99,0,0.31,N,6,37.01009084809037,Medium,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,32.2775218642527,Low
29,37000,RENT,4.0,HOMEIMPROVEMENT,A,12000,9.63,1,0.32,N,7,80.93190289692696,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,79.87941095855246,High
27,43200,RENT,0.0,VENTURE,A,12000,8.94,0,0.28,N,5,40.0555990896121,Medium,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,56.90119219904085,Medium
31,81000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,7200,9.63,0,0.09,N,8,16.046182760176738,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,37.475897584043324,Low
29,81000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,7750,9.32,0,0.1,N,10,13.512626699824182,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,39.42784524029079,Low
27,81000,MORTGAGE,2.0,MEDICAL,A,5500,8.0,0,0.07,N,8,10.131555990139498,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,38.94676633935729,Low
29,75000,MORTGAGE,8.0,PERSONAL,C,12000,13.16,1,0.16,Y,7,23.543029703421016,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,45.446087042448895,Medium
28,81000,MORTGAGE,0.0,VENTURE,C,5000,12.53,0,0.06,N,9,7.92456254931458,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,30.933524521141017,Low
33,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.1,N,9,17.403276183539973,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,28.33452132542824,Low
27,39000,OWN,3.0,MEDICAL,A,9600,5.79,0,0.25,N,10,11.124807264275494,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,39.54271710383888,Low
32,44808,RENT,5.0,PERSONAL,B,12000,,0,0.27,N,8,61.97034864617379,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,41.92202196928498,Medium
28,81120,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5200,11.49,0,0.06,N,7,19.0791366953287,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,37.62626900874949,Low
30,81120,OWN,3.0,EDUCATION,B,18000,10.75,0,0.22,N,10,3.822109903912304,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,40.24736420440402,Medium
32,81204,MORTGAGE,6.0,EDUCATION,A,3600,7.88,0,0.04,N,9,5.0901018396014726,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,7.793873885341585,Low
34,45000,RENT,17.0,VENTURE,A,12000,6.03,0,0.27,N,9,31.438178533451776,Medium,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,28.93437447546954,Low
29,45000,RENT,0.0,MEDICAL,C,12000,12.99,0,0.27,Y,7,76.63080249596874,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,77.29875071797753,High
29,81400,MORTGAGE,13.0,EDUCATION,A,10000,,0,0.12,N,8,8.989310518183924,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,36.713855531306635,Low
28,45000,RENT,12.0,EDUCATION,A,12000,5.42,0,0.27,N,10,40.5091589941051,Medium,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,50.48428238801533,Medium
31,81600,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4000,13.57,0,0.05,N,7,24.690445253971664,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,42.66245508032028,Medium
33,81804,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,8.0,0,0.11,N,8,12.177671520101764,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,25.199158527365316,Low
29,75840,OWN,5.0,HOMEIMPROVEMENT,G,25000,21.27,1,0.33,N,6,95.73580235189584,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,88.76175063153379,High
29,81900,MORTGAGE,13.0,VENTURE,A,8000,7.66,0,0.1,N,10,4.540499424102687,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,34.044568874857895,Low
32,45000,RENT,9.0,MEDICAL,A,12000,7.88,0,0.27,N,6,58.05964509995169,Medium,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,39.575599841551714,Low
33,45000,RENT,4.0,MEDICAL,A,12000,7.88,0,0.27,N,6,58.04748232386709,Medium,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,52.721045009624504,Medium
28,81996,MORTGAGE,12.0,EDUCATION,B,3000,12.42,0,0.04,N,5,9.324085460165309,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,31.773238267651454,Low
29,39000,OWN,10.0,PERSONAL,C,9000,12.72,0,0.23,Y,9,16.718303413056855,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,41.3512512682304,Medium
35,45000,RENT,3.0,MEDICAL,B,12000,11.26,0,0.27,N,5,69.27929154614063,High,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,53.5888584219436,Medium
35,82000,MORTGAGE,3.0,PERSONAL,A,18800,7.51,0,0.23,N,10,13.22340565423107,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,19.955326886797863,Low
29,76000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,4400,16.29,1,0.06,Y,10,73.08581552783964,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,75.17175853710006,High
28,82000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,16.29,0,0.3,N,5,89.72130154260593,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,80.01156791711583,High
27,82000,MORTGAGE,11.0,VENTURE,A,4000,7.9,0,0.05,N,10,3.742964995140415,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,35.11361174235784,Low
33,82000,MORTGAGE,2.0,EDUCATION,A,6000,7.51,0,0.07,N,10,5.637460129302392,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,21.27503169288569,Low
29,82000,OWN,5.0,PERSONAL,C,21000,14.65,0,0.26,Y,5,9.21590276267808,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,36.84981087800313,Low
27,82000,MORTGAGE,11.0,PERSONAL,A,10000,7.51,0,0.12,N,9,8.602180666603225,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,38.02914114523552,Low
29,82000,MORTGAGE,5.0,MEDICAL,B,20000,10.99,0,0.24,N,7,25.96698438283113,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,46.90045985009496,Medium
28,46000,RENT,3.0,MEDICAL,B,12000,,0,0.26,N,8,66.55972096476505,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,66.11461957041129,Medium
31,82000,MORTGAGE,15.0,PERSONAL,B,8000,11.99,0,0.1,N,5,13.58817186443516,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,36.001091046598376,Low
29,46000,RENT,4.0,MEDICAL,B,12000,10.74,0,0.26,N,10,66.11234232088283,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,70.98767461292599,High
32,82000,MORTGAGE,4.0,EDUCATION,D,8000,16.89,0,0.1,N,8,63.0381946755755,High,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,42.562729586926,Medium
28,40000,RENT,0.0,DEBTCONSOLIDATION,E,12000,15.57,1,0.3,N,7,98.37674534781868,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,85.20483420024348,High
33,82000,MORTGAGE,2.0,PERSONAL,B,20000,10.99,0,0.24,N,10,20.287753472941592,Low,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,30.065207699069212,Low
27,82000,MORTGAGE,3.0,VENTURE,A,10000,6.92,0,0.12,N,9,4.5412492060457055,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,35.59258226890101,Low
27,82000,MORTGAGE,0.0,VENTURE,B,14000,10.0,0,0.17,N,7,8.716838488003495,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,38.097935838075685,Low
28,82000,MORTGAGE,8.0,EDUCATION,A,18000,7.66,0,0.22,N,9,10.756579199733356,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,32.63273451139228,Low
31,82000,MORTGAGE,4.0,EDUCATION,A,10000,7.29,0,0.12,N,5,6.846293764571473,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,31.955964186680163,Low
32,82000,MORTGAGE,13.0,PERSONAL,B,10000,10.36,0,0.12,N,9,12.735465547545363,Low,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,12.38109211010792,Low
35,82000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,10000,16.69,0,0.12,Y,9,85.02356749700998,High,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,63.035423992465205,Medium
28,82000,MORTGAGE,0.0,VENTURE,C,15000,12.98,0,0.18,Y,8,13.312302303021026,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,34.16616837336488,Low
31,82000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,9000,5.42,0,0.11,N,9,12.86402984820004,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,35.566605836857306,Low
29,47256,RENT,5.0,VENTURE,A,12000,7.29,0,0.25,N,8,28.550124977504293,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,48.45034420689886,Medium
29,47500,RENT,0.0,PERSONAL,A,12000,8.94,0,0.25,N,5,46.2554000279557,Medium,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,59.0735092371697,Medium
30,82000,MORTGAGE,5.0,PERSONAL,A,5000,6.76,0,0.06,N,8,6.412954491406365,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,41.80187095690046,Medium
31,47700,RENT,2.0,MEDICAL,B,12000,11.99,0,0.25,N,5,65.20119228095442,High,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,66.96890329650992,Medium
28,47840,RENT,0.0,MEDICAL,B,12000,,0,0.25,N,7,63.68023783428743,High,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,64.38692969212472,Medium
32,64600,MORTGAGE,12.0,MEDICAL,B,25000,11.36,1,0.33,N,5,39.95520793852048,Medium,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,28.71293754469299,Low
27,48000,RENT,5.0,VENTURE,B,12000,11.71,0,0.25,N,6,41.637913771134265,Medium,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,57.85058100795415,Medium
27,42000,RENT,5.0,DEBTCONSOLIDATION,E,12000,16.0,1,0.29,Y,5,98.28857470245303,High,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,91.84097756674541,High
34,76000,MORTGAGE,13.0,DEBTCONSOLIDATION,E,20000,17.74,1,0.26,N,5,90.57534989878512,High,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,64.41667729466954,Medium
29,76000,MORTGAGE,13.0,HOMEIMPROVEMENT,F,20000,16.08,1,0.26,Y,6,94.50022142678247,High,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,88.02040207646576,High
32,48400,RENT,1.0,MEDICAL,A,12000,6.62,0,0.25,N,7,49.44180738802967,Medium,32.0,12.69937767181995,37.91883961236606,725.6587851249049,11.849531953951754,34.4048972143985,Low
35,82008,MORTGAGE,7.0,HOMEIMPROVEMENT,A,7200,6.62,0,0.09,N,7,13.01952059604831,Low,25.0,18.696582570948014,73.1214229909796,1840.4418862250986,30.053208735648052,19.832995851888207,Low
28,60000,RENT,2.0,VENTURE,B,12000,9.91,0,0.2,N,10,24.84072032270952,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,41.08321918517798,Medium
31,82116,MORTGAGE,12.0,HOMEIMPROVEMENT,C,2800,12.68,0,0.03,Y,9,21.792053467370977,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,40.92342000835986,Medium
30,60000,RENT,0.0,PERSONAL,B,12000,11.71,0,0.2,N,9,41.76790192700642,Medium,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,63.01483941826049,Medium
30,54000,RENT,1.0,EDUCATION,A,12000,6.62,1,0.22,N,6,28.2857593184506,Low,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,54.925553853127,Medium
33,82404,OWN,8.0,EDUCATION,D,14400,16.0,0,0.17,Y,7,30.057357743592217,Medium,32.0,21.71967731908945,74.9794229427661,2739.3255322315545,44.73138903826064,35.92697026145959,Low
29,60000,RENT,7.0,MEDICAL,B,12000,9.91,0,0.2,N,7,45.97101028349589,Medium,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,58.90287539049382,Medium
28,82500,MORTGAGE,12.0,MEDICAL,A,11000,7.49,0,0.13,N,9,11.631980658303366,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,33.15797538653429,Low
27,60000,RENT,0.0,VENTURE,C,12000,13.49,0,0.2,Y,6,35.19949842867795,Medium,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,53.98753180248036,Medium
31,60000,RENT,0.0,MEDICAL,A,12000,7.49,0,0.2,N,9,35.87677075954734,Medium,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,49.37425038366568,Medium
30,82500,MORTGAGE,7.0,EDUCATION,D,10000,15.65,0,0.12,Y,9,63.02751356066707,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,75.77060639845688,High
27,82500,MORTGAGE,3.0,PERSONAL,A,11100,8.94,0,0.13,N,5,9.636648724228978,Low,87.0,15.25866019294163,87.97387033722309,5032.019760845844,82.16958186318396,38.64982197981097,Low
30,60000,RENT,5.0,PERSONAL,B,12000,10.99,0,0.2,N,7,40.27893541604953,Medium,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,62.12145951168635,Medium
31,82524,MORTGAGE,4.0,VENTURE,A,12000,6.62,0,0.15,N,8,5.19376336366271,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,30.964445946134905,Low
30,60000,RENT,1.0,HOMEIMPROVEMENT,C,12000,13.84,0,0.2,Y,7,66.84573740843767,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,78.06154070711924,High
31,60000,RENT,5.0,HOMEIMPROVEMENT,A,12000,7.49,0,0.2,N,10,43.90456738847112,Medium,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,54.19092836101995,Medium
34,60000,RENT,3.0,VENTURE,A,12000,6.92,0,0.2,N,9,16.939419719445155,Low,35.0,20.24977191486587,79.14679344482121,1541.927730551895,25.178668388496188,20.235119187065568,Low
29,82600,MORTGAGE,6.0,VENTURE,B,19450,9.91,0,0.24,N,10,11.644470185408062,Low,43.0,22.512629109815162,89.22647023746431,4795.089924348892,78.30067305099071,38.30695133164112,Low
30,65144,MORTGAGE,9.0,MEDICAL,E,5000,16.35,1,0.07,Y,6,77.69238182112159,High,38.0,21.163064370434494,74.02162124903569,5810.719980836516,94.8852456551416,84.56952735472959,High
31,82656,OTHER,10.0,DEBTCONSOLIDATION,C,6000,12.09,0,0.07,Y,9,22.061097255827065,Low,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,41.084846281433514,Medium
28,60000,RENT,3.0,PERSONAL,A,12000,6.17,0,0.2,N,6,26.95804892183904,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,42.35361634465569,Medium
28,82800,MORTGAGE,10.0,VENTURE,B,18000,,0,0.22,N,7,11.39398537345843,Low,68.0,14.205091108293216,75.970345419945,4007.9361020664896,65.44696747888067,33.01517821562732,Low
31,60000,RENT,2.0,PERSONAL,C,12000,13.98,0,0.2,N,5,50.323677615934685,Medium,40.0,20.665823417293815,64.33595459904036,4263.5190778521965,69.6204698198432,58.04239449749809,Medium
