person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,credit_risk_score,credit_risk_bucket
30,134000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,5600,,0,0.04,N,5,9.466952479809402,Low
29,134000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.99,0,0.04,N,8,6.4034829505576525,Low
35,122000,MORTGAGE,3.0,VENTURE,D,25000,15.2,1,0.2,N,10,38.249054686500514,Medium
29,134000,MORTGAGE,2.0,PERSONAL,C,8000,14.22,0,0.06,N,7,12.263573128738292,Low
30,134500,MORTGAGE,9.0,DEBTCONSOLIDATION,C,24000,15.96,0,0.18,Y,6,17.901831949006134,Low
31,134748,MORTGAGE,15.0,VENTURE,B,18000,10.74,0,0.13,N,9,3.9138463886588273,Low
28,51850,RENT,12.0,MEDICAL,F,15000,,1,0.25,N,9,95.76655751342903,High
29,67000,RENT,1.0,EDUCATION,C,15000,13.57,0,0.22,N,9,43.19233212195102,Medium
33,135000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,12000,7.9,0,0.09,N,7,7.4105879676352,Low
30,135000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,32000,7.9,0,0.24,N,9,6.564474851578918,Low
33,135000,MORTGAGE,6.0,MEDICAL,B,22250,,0,0.16,N,9,9.261805548728534,Low
34,135000,MORTGAGE,2.0,PERSONAL,A,15000,5.42,0,0.11,N,6,4.065103879991945,Low
29,135000,MORTGAGE,14.0,MEDICAL,A,24000,5.99,0,0.18,N,10,5.625111303989124,Low
28,135000,MORTGAGE,0.0,MEDICAL,A,14400,5.42,0,0.11,N,8,5.930536263866939,Low
29,61000,RENT,2.0,PERSONAL,D,15000,14.96,1,0.25,Y,8,92.44553725867975,High
32,135000,MORTGAGE,10.0,PERSONAL,B,10000,10.99,0,0.07,N,6,7.666313554864974,Low
29,67704,RENT,3.0,PERSONAL,B,15000,11.86,0,0.22,N,8,40.855893090253225,Medium
32,135000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,16000,,0,0.12,N,10,11.210689537759297,Low
33,135000,OWN,0.0,PERSONAL,A,6275,6.91,0,0.05,N,7,1.113426342305098,Low
31,67800,RENT,7.0,EDUCATION,B,15000,11.89,0,0.22,N,8,35.62999773805579,Medium
31,135000,MORTGAGE,14.0,PERSONAL,B,15000,10.75,0,0.11,N,6,7.513022975845575,Low
27,135000,MORTGAGE,3.0,MEDICAL,B,25000,11.12,0,0.19,N,8,10.383611471508877,Low
28,123000,MORTGAGE,0.0,PERSONAL,A,10000,7.14,1,0.08,N,6,5.2978148187639205,Low
31,135000,MORTGAGE,9.0,VENTURE,A,10000,7.14,0,0.07,N,6,2.51650539946721,Low
28,68004,RENT,1.0,PERSONAL,C,15000,13.16,0,0.22,N,7,47.77462906110728,Medium
28,123000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.85,1,0.12,Y,9,17.920464212862814,Low
31,135000,MORTGAGE,2.0,MEDICAL,B,20000,11.36,0,0.15,N,9,10.510876538486357,Low
33,135000,MORTGAGE,0.0,VENTURE,A,10000,7.51,0,0.07,N,10,2.5991690991198007,Low
31,135000,MORTGAGE,12.0,MEDICAL,C,15000,13.85,0,0.11,N,10,14.565699144047148,Low
32,135000,MORTGAGE,16.0,PERSONAL,A,13000,7.88,0,0.1,N,5,5.2540702166829645,Low
33,135000,OWN,0.0,PERSONAL,B,17500,11.83,0,0.13,N,8,1.7924438309369513,Low
29,135000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,18000,14.61,0,0.13,N,8,64.90533337623249,High
27,104550,MORTGAGE,0.0,MEDICAL,F,23000,18.43,1,0.19,N,9,81.42186361650218,High
28,123000,OWN,0.0,DEBTCONSOLIDATION,G,22000,20.86,1,0.18,Y,8,78.29734354949223,High
29,135000,MORTGAGE,10.0,VENTURE,B,11000,11.83,0,0.08,N,7,4.61835722610156,Low
29,135000,MORTGAGE,0.0,EDUCATION,A,11000,8.94,0,0.08,N,8,4.498438420652862,Low
32,70000,RENT,2.0,MEDICAL,C,15000,14.27,0,0.21,Y,5,55.3219879213369,Medium
35,135000,MORTGAGE,12.0,EDUCATION,C,10000,13.16,0,0.07,Y,7,8.908785403648146,Low
34,135000,MORTGAGE,18.0,EDUCATION,A,8000,9.32,0,0.06,N,6,4.756713116285023,Low
29,64000,RENT,3.0,EDUCATION,C,15000,15.27,1,0.23,N,6,49.51075134220019,Medium
34,135000,MORTGAGE,7.0,EDUCATION,C,15000,13.47,0,0.11,Y,7,9.116816362545624,Low
30,135000,MORTGAGE,14.0,PERSONAL,E,25000,15.25,0,0.19,Y,9,58.86666607966817,Medium
27,70000,RENT,7.0,MEDICAL,A,15000,5.79,0,0.21,N,6,29.186756353847866,Low
27,123000,OWN,1.0,HOMEIMPROVEMENT,E,22350,14.07,1,0.18,Y,6,37.44973811869605,Medium
34,135600,MORTGAGE,10.0,EDUCATION,A,1000,5.42,0,0.01,N,7,3.859515530102384,Low
30,70000,RENT,0.0,PERSONAL,C,15000,13.61,0,0.21,Y,8,46.43911308686872,Medium
28,135996,MORTGAGE,12.0,HOMEIMPROVEMENT,A,12500,8.59,0,0.09,N,6,9.567827709570011,Low
30,136000,MORTGAGE,13.0,VENTURE,B,2800,10.65,0,0.02,N,10,4.557543857803744,Low
32,136000,MORTGAGE,11.0,MEDICAL,B,12000,10.0,0,0.09,N,8,9.987324470643557,Low
27,136000,MORTGAGE,3.0,PERSONAL,A,5000,6.17,0,0.04,N,10,5.013314543186761,Low
35,136000,MORTGAGE,0.0,EDUCATION,D,15000,,0,0.11,Y,9,38.76581629933177,Medium
28,136092,MORTGAGE,2.0,PERSONAL,C,8000,13.61,0,0.06,N,7,11.798187962995778,Low
35,136240,MORTGAGE,9.0,EDUCATION,A,15000,7.88,0,0.11,N,6,3.953961866755191,Low
34,136625,MORTGAGE,3.0,VENTURE,A,15000,7.88,0,0.11,N,6,2.640486427100907,Low
28,124886,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000,11.99,1,0.04,N,9,16.552942812152626,Low
28,70000,RENT,2.0,MEDICAL,B,15000,11.89,0,0.21,N,7,45.58452490363809,Medium
30,137057,MORTGAGE,13.0,VENTURE,B,4750,12.18,0,0.03,N,7,4.749636071819497,Low
27,137720,MORTGAGE,6.0,DEBTCONSOLIDATION,A,13000,7.14,0,0.09,N,9,6.513767879647067,Low
28,138000,MORTGAGE,11.0,MEDICAL,A,5000,6.62,0,0.04,N,5,6.891776221066046,Low
29,138000,MORTGAGE,0.0,EDUCATION,C,25000,13.06,0,0.18,Y,10,7.983711310983434,Low
32,138000,MORTGAGE,16.0,EDUCATION,A,20000,7.88,0,0.14,N,7,3.508051207667445,Low
32,138000,MORTGAGE,5.0,VENTURE,C,16800,14.35,0,0.12,N,9,6.055504823039127,Low
34,138000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,11.12,0,0.18,N,6,9.664265215857212,Low
31,138000,MORTGAGE,15.0,MEDICAL,B,24000,10.62,0,0.17,N,6,8.590030717795576,Low
27,138000,MORTGAGE,5.0,PERSONAL,A,17000,7.88,0,0.12,N,5,4.6163718783181995,Low
28,21084,OWN,,EDUCATION,A,7750,7.51,0,0.37,N,9,31.749222344581273,Medium
29,138000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7500,13.24,0,0.05,Y,8,64.76165799914241,High
34,138571,MORTGAGE,18.0,PERSONAL,D,25000,14.59,0,0.18,N,8,46.486813999578466,Medium
28,138600,MORTGAGE,10.0,DEBTCONSOLIDATION,C,12000,12.99,0,0.09,N,7,15.412331403841206,Low
28,138996,MORTGAGE,3.0,PERSONAL,C,20000,13.79,0,0.14,Y,9,10.282930445002627,Low
35,139000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,35000,12.69,0,0.25,N,6,9.543740777221805,Low
30,139008,MORTGAGE,2.0,EDUCATION,C,15000,13.47,0,0.11,N,6,8.892192423131082,Low
32,139200,MORTGAGE,5.0,EDUCATION,A,6000,7.9,0,0.04,N,5,4.126741166904268,Low
29,139500,MORTGAGE,4.0,HOMEIMPROVEMENT,A,15000,,0,0.11,N,5,11.318924996494301,Low
28,139913,MORTGAGE,7.0,HOMEIMPROVEMENT,A,5375,8.94,0,0.04,N,6,10.723740438841812,Low
28,140000,OWN,12.0,VENTURE,D,18000,16.29,0,0.13,N,7,10.663965386813448,Low
29,140000,OWN,5.0,VENTURE,B,27000,9.91,0,0.19,N,7,0.6721577048900078,Low
27,71000,RENT,11.0,EDUCATION,B,15000,9.01,0,0.21,N,6,28.150321886839926,Low
29,140000,MORTGAGE,4.0,EDUCATION,C,16775,14.27,0,0.12,Y,10,9.366125087361308,Low
28,140000,OWN,1.0,EDUCATION,B,17600,12.42,0,0.13,N,6,1.5203940896375718,Low
30,140000,MORTGAGE,6.0,PERSONAL,A,5000,8.9,0,0.04,N,6,6.062093586581698,Low
28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,18000,14.65,0,0.13,Y,7,20.23929413146768,Low
27,140000,MORTGAGE,7.0,PERSONAL,A,18000,7.9,0,0.13,N,9,4.759697378694483,Low
28,140000,MORTGAGE,8.0,MEDICAL,A,22000,7.9,0,0.16,N,6,6.19687903100702,Low
31,140000,MORTGAGE,5.0,MEDICAL,B,30000,11.71,0,0.21,N,7,8.476986199205697,Low
28,140000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,5000,11.49,0,0.04,N,9,16.132895298991638,Low
28,72000,RENT,6.0,MEDICAL,A,15000,6.54,0,0.21,N,6,30.391203248527994,Medium
31,128000,MORTGAGE,15.0,DEBTCONSOLIDATION,D,35000,15.99,1,0.27,N,6,61.747245397153016,High
27,72000,RENT,0.0,MEDICAL,B,15000,11.86,0,0.21,N,6,45.60892223056258,Medium
33,21000,OWN,1.0,EDUCATION,B,7750,11.83,0,0.37,N,6,44.68719455916597,Medium
28,128000,MORTGAGE,11.0,DEBTCONSOLIDATION,G,14400,22.11,1,0.11,Y,8,94.51505229949045,High
27,140000,MORTGAGE,4.0,PERSONAL,B,2800,11.99,0,0.02,N,9,9.246615888369936,Low
33,20988,OWN,2.0,PERSONAL,B,3600,11.71,0,0.17,N,5,10.566222318090324,Low
34,128000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12325,8.49,1,0.1,N,5,10.608266044326305,Low
28,140000,MORTGAGE,12.0,VENTURE,A,9000,5.99,0,0.06,N,9,2.279850667259435,Low
31,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,11000,10.0,0,0.08,N,8,13.263344911120752,Low
28,108800,MORTGAGE,3.0,MEDICAL,E,35000,16.4,1,0.27,Y,7,67.9112257826845,High
27,140000,MORTGAGE,11.0,MEDICAL,A,2700,,0,0.02,N,9,9.365655429675204,Low
27,140000,OWN,8.0,PERSONAL,D,28000,15.65,0,0.2,N,5,15.841490951045358,Low
27,140000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,,0,0.07,N,6,11.063544374377116,Low
32,140000,MORTGAGE,14.0,HOMEIMPROVEMENT,A,12000,,0,0.09,N,8,11.779931107650407,Low
33,140000,MORTGAGE,8.0,VENTURE,A,8000,5.79,0,0.06,N,6,2.443777194544754,Low
34,140000,MORTGAGE,8.0,EDUCATION,A,12000,7.29,0,0.09,N,8,4.012185026509786,Low
29,108800,MORTGAGE,1.0,MEDICAL,F,18500,17.8,1,0.14,N,10,77.74075413995847,High
28,140000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,25000,15.95,0,0.18,N,10,71.30034572537608,High
33,140000,MORTGAGE,14.0,MEDICAL,A,9600,6.91,0,0.07,N,10,6.426302650384319,Low
28,140000,MORTGAGE,12.0,MEDICAL,B,15000,8.88,0,0.11,N,5,8.85510692364886,Low
32,140000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,18000,6.17,0,0.13,N,5,7.610934497910642,Low
32,140000,MORTGAGE,9.0,EDUCATION,A,11000,5.42,0,0.08,N,8,3.4182095057629662,Low
32,74000,RENT,15.0,VENTURE,F,15000,17.15,0,0.2,N,6,88.11826871144649,High
29,140000,MORTGAGE,13.0,VENTURE,A,12600,,0,0.09,N,6,3.354715478592168,Low
34,140000,MORTGAGE,17.0,VENTURE,D,12000,15.21,0,0.09,Y,10,37.823792987367305,Medium
29,140000,MORTGAGE,4.0,MEDICAL,A,24000,7.88,0,0.17,N,5,5.736069337283315,Low
32,140000,MORTGAGE,3.0,EDUCATION,B,5000,10.38,0,0.04,N,6,6.815090707118661,Low
29,140000,MORTGAGE,12.0,MEDICAL,B,24250,11.12,0,0.17,N,8,8.782155097450179,Low
34,128000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,3000,,1,0.02,N,10,54.78269660091306,Medium
31,74028,RENT,5.0,EDUCATION,B,15000,10.59,0,0.2,N,9,28.022197719736685,Low
32,140000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,20000,11.12,0,0.14,N,9,12.420318407433898,Low
34,140000,OWN,13.0,EDUCATION,A,4000,7.88,0,0.03,N,7,0.9431652922515052,Low
31,140000,MORTGAGE,15.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.09,N,9,7.469212415245097,Low
33,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,6.76,0,0.04,N,6,8.578714725258683,Low
29,74872,RENT,4.0,PERSONAL,A,15000,7.88,0,0.2,N,9,23.817182990701326,Low
33,140000,MORTGAGE,6.0,MEDICAL,A,13000,7.51,0,0.09,N,6,6.13442938464047,Low
31,75000,RENT,5.0,DEBTCONSOLIDATION,B,15000,12.69,0,0.2,N,5,45.552780855469955,Medium
34,128000,OWN,0.0,DEBTCONSOLIDATION,E,25000,17.39,1,0.2,N,5,35.61547167327244,Medium
30,108800,MORTGAGE,2.0,MEDICAL,E,15000,16.35,1,0.12,N,8,69.93721248675703,High
27,140000,OWN,12.0,VENTURE,B,24100,11.83,0,0.17,N,10,0.8200613117814847,Low
27,140000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6000,13.57,0,0.04,N,5,19.62947700456948,Low
27,75000,RENT,5.0,PERSONAL,A,15000,6.91,0,0.2,N,10,22.578165939288333,Low
27,140000,MORTGAGE,2.0,EDUCATION,B,14000,,0,0.1,N,5,6.208245424107173,Low
35,140000,MORTGAGE,3.0,MEDICAL,B,25000,12.21,0,0.18,N,10,9.848091465979605,Low
32,140000,MORTGAGE,16.0,VENTURE,B,25000,10.08,0,0.18,N,7,3.4291868984518805,Low
27,140004,MORTGAGE,11.0,VENTURE,A,9800,5.42,0,0.07,N,6,2.2791056439753112,Low
34,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,12000,,0,0.09,N,8,9.300612400309515,Low
32,140304,MORTGAGE,8.0,MEDICAL,A,20000,6.91,0,0.14,N,10,5.470006585309873,Low
27,75000,RENT,2.0,DEBTCONSOLIDATION,C,15000,14.35,0,0.2,N,5,53.512202171512435,Medium
27,140987,MORTGAGE,5.0,VENTURE,A,6450,5.99,0,0.05,N,10,2.620549593213509,Low
29,141000,MORTGAGE,1.0,VENTURE,A,8000,6.99,0,0.06,N,9,2.72841878064456,Low
28,141000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.06,N,8,8.520561740171697,Low
28,141996,MORTGAGE,3.0,VENTURE,A,13000,,0,0.09,N,7,3.2542369955636588,Low
27,129996,MORTGAGE,2.0,VENTURE,D,12800,14.84,1,0.1,Y,7,38.60185136510032,Medium
32,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,5000,,1,0.04,N,9,12.310010476844734,Low
30,142000,MORTGAGE,5.0,VENTURE,B,10000,11.12,0,0.07,N,8,4.295575001345846,Low
28,142000,MORTGAGE,3.0,EDUCATION,B,18000,10.38,0,0.13,N,8,5.788059324479629,Low
29,142000,OWN,14.0,EDUCATION,B,24250,11.48,0,0.17,N,7,1.1835315703814913,Low
33,69000,RENT,3.0,HOMEIMPROVEMENT,B,15000,10.62,1,0.22,N,7,54.309061559571184,Medium
30,110925,MORTGAGE,1.0,MEDICAL,D,25000,15.33,1,0.19,N,9,59.04227785109535,Medium
30,143000,MORTGAGE,11.0,PERSONAL,A,18000,8.49,0,0.13,N,7,4.920813715564732,Low
29,143000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,16800,6.17,0,0.12,N,9,7.684549224364135,Low
27,75000,RENT,7.0,VENTURE,B,15000,11.14,0,0.2,N,6,21.135741010454534,Low
33,143004,MORTGAGE,17.0,VENTURE,A,10000,6.99,0,0.07,N,9,2.4861114083645943,Low
34,143150,MORTGAGE,0.0,VENTURE,A,12000,9.32,0,0.08,N,6,2.7547398317848315,Low
35,143485,MORTGAGE,10.0,PERSONAL,B,8000,10.62,0,0.06,N,7,8.004581482718136,Low
30,143500,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,11.89,0,0.14,N,8,13.186741929865143,Low
27,144000,MORTGAGE,11.0,EDUCATION,D,16000,16.77,0,0.11,Y,6,47.76345167134976,Medium
27,144000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,11000,8.9,0,0.08,N,6,7.938864444146562,Low
33,144000,MORTGAGE,1.0,MEDICAL,A,5000,8.9,0,0.03,N,10,7.233025686179011,Low
28,144000,MORTGAGE,12.0,MEDICAL,A,35000,8.9,0,0.24,N,7,4.954909448713394,Low
35,144000,MORTGAGE,0.0,EDUCATION,A,35000,,0,0.24,N,9,3.4458300655295213,Low
29,144000,MORTGAGE,13.0,VENTURE,A,16000,6.62,0,0.11,N,9,2.2055463504871917,Low
29,144000,MORTGAGE,11.0,MEDICAL,B,7000,10.59,0,0.05,N,10,10.592902171982029,Low
30,144000,MORTGAGE,7.0,MEDICAL,A,6000,8.49,0,0.04,N,8,7.202021763152919,Low
28,144000,OWN,11.0,MEDICAL,D,7000,15.99,0,0.05,Y,10,26.21144212439997,Low
28,144000,MORTGAGE,12.0,PERSONAL,A,30000,,0,0.21,N,5,4.850937967026107,Low
27,144000,MORTGAGE,6.0,MEDICAL,A,5000,7.49,0,0.03,N,5,6.569857359144243,Low
30,144000,MORTGAGE,12.0,PERSONAL,C,35000,12.68,0,0.24,N,8,7.105821086223066,Low
27,75127,RENT,11.0,HOMEIMPROVEMENT,B,15000,10.64,0,0.2,N,6,48.34195306940918,Medium
29,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,5000,13.06,0,0.03,N,7,14.933407852716632,Low
30,144000,MORTGAGE,2.0,VENTURE,A,6000,6.91,0,0.04,N,6,2.5695948370727386,Low
30,69600,RENT,0.0,PERSONAL,D,15000,14.59,1,0.22,N,7,88.61498101820669,High
27,144000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,21000,13.57,0,0.15,Y,8,14.599402415150129,Low
28,76000,RENT,2.0,HOMEIMPROVEMENT,C,15000,12.73,0,0.2,Y,9,57.968938394580505,Medium
33,144000,MORTGAGE,13.0,EDUCATION,D,19000,,0,0.13,N,8,34.23941007747045,Medium
31,76000,RENT,2.0,PERSONAL,A,15000,7.88,0,0.2,N,7,23.69367956792105,Low
30,144997,MORTGAGE,14.0,PERSONAL,B,25000,11.83,0,0.17,N,5,6.401358751274492,Low
30,145000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9600,7.9,0,0.07,N,6,9.502311827332452,Low
31,20000,OWN,1.0,HOMEIMPROVEMENT,A,5000,8.59,0,0.25,N,8,25.52008600841597,Low
29,145000,MORTGAGE,0.0,VENTURE,D,14000,16.77,0,0.1,Y,5,39.27645537189936,Medium
30,145000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.04,N,8,11.0453224253529,Low
32,71000,RENT,2.0,EDUCATION,D,15000,15.95,1,0.21,N,9,85.9535966344366,High
29,20000,OWN,0.0,VENTURE,A,3000,8.0,0,0.15,N,5,2.9927323620280153,Low
31,77000,RENT,2.0,PERSONAL,A,15000,8.38,0,0.19,N,8,22.163617443406807,Low
28,145000,MORTGAGE,9.0,VENTURE,B,25000,,0,0.17,N,9,3.309749085531994,Low
30,79000,RENT,5.0,EDUCATION,F,15000,,0,0.19,N,7,86.17363427893942,High
30,145000,MORTGAGE,4.0,EDUCATION,B,12000,,0,0.08,N,8,5.913066996441942,Low
32,145000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,20000,11.36,0,0.14,N,8,10.025930183100414,Low
28,80000,RENT,0.0,MEDICAL,C,15000,13.49,0,0.19,N,5,46.82371431849869,Medium
29,145000,MORTGAGE,0.0,VENTURE,B,25000,10.08,0,0.17,N,8,3.0884837783716232,Low
28,133000,MORTGAGE,6.0,DEBTCONSOLIDATION,E,20000,,1,0.15,Y,5,60.335162019399334,High
27,145986,MORTGAGE,2.0,MEDICAL,A,5500,5.42,0,0.04,N,6,6.084852281736504,Low
34,113900,MORTGAGE,5.0,MEDICAL,E,35000,18.64,1,0.26,N,10,67.82207501250112,High
27,146000,MORTGAGE,5.0,MEDICAL,A,2500,8.49,0,0.02,N,5,7.9805391393244465,Low
29,146000,MORTGAGE,12.0,MEDICAL,A,3800,6.39,0,0.03,N,6,6.766066423757458,Low
31,146000,MORTGAGE,12.0,EDUCATION,E,2500,16.7,0,0.02,N,9,58.99646650560621,Medium
29,80000,RENT,13.0,MEDICAL,B,15000,10.37,0,0.19,N,8,36.519524343338205,Medium
29,80000,RENT,13.0,MEDICAL,C,15000,13.72,0,0.19,Y,5,48.09198466978155,Medium
28,147500,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,11.12,0,0.07,N,7,11.190386174763644,Low
27,19200,OWN,3.0,PERSONAL,A,8000,8.9,1,0.42,N,8,54.34460188758729,Medium
28,80000,RENT,2.0,DEBTCONSOLIDATION,B,15000,11.48,0,0.19,N,5,40.402070815869465,Medium
27,147884,MORTGAGE,4.0,HOMEIMPROVEMENT,B,4500,11.49,0,0.03,N,5,15.185898201551815,Low
33,148000,MORTGAGE,17.0,VENTURE,C,8000,13.98,0,0.05,Y,5,6.147715649938605,Low
29,136000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,7775,14.96,1,0.06,Y,5,63.973342318419256,High
33,82000,RENT,5.0,VENTURE,C,15000,14.35,0,0.18,N,7,23.965258674928453,Low
29,83500,RENT,1.0,HOMEIMPROVEMENT,C,15000,13.43,0,0.18,Y,10,53.09511105090321,Medium
27,149616,OWN,0.0,MEDICAL,C,15000,11.03,0,0.1,N,10,2.4765500189449696,Low
28,84000,RENT,3.0,HOMEIMPROVEMENT,B,15000,11.86,0,0.18,N,9,44.611322801895184,Medium
32,84000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.18,N,7,36.27740767869134,Medium
32,150000,MORTGAGE,16.0,MEDICAL,A,16000,6.03,0,0.11,N,10,5.273006119756536,Low
33,150000,MORTGAGE,17.0,VENTURE,A,14000,6.62,0,0.09,N,7,2.0757370935231743,Low
34,150000,MORTGAGE,18.0,DEBTCONSOLIDATION,A,6000,6.03,0,0.04,N,10,6.382875901828232,Low
32,150000,MORTGAGE,11.0,PERSONAL,A,20000,7.9,0,0.13,N,10,3.8748344087605044,Low
34,138000,MORTGAGE,18.0,HOMEIMPROVEMENT,E,2400,19.91,1,0.02,Y,7,82.02027414163774,High
34,150000,MORTGAGE,1.0,VENTURE,B,28000,11.71,0,0.19,N,5,3.268707255730583,Low
32,66725,RENT,4.0,MEDICAL,B,15000,,1,0.19,N,5,37.291643584266225,Medium
29,78996,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.7,1,0.19,Y,7,92.10566816303108,High
35,150000,MORTGAGE,16.0,HOMEIMPROVEMENT,A,10000,7.9,0,0.07,N,9,9.047523642241236,Low
32,150000,OWN,3.0,HOMEIMPROVEMENT,C,8000,,0,0.05,Y,6,3.780847682385523,Low
30,19200,OWN,,PERSONAL,A,2100,7.14,0,0.11,N,5,3.456269979949188,Low
32,150000,MORTGAGE,17.0,VENTURE,C,12000,12.99,0,0.08,Y,9,5.6113754274110645,Low
31,138000,MORTGAGE,0.0,PERSONAL,A,35000,7.49,1,0.25,N,5,3.6937520138182274,Low
35,73000,RENT,0.0,HOMEIMPROVEMENT,D,15000,15.57,1,0.21,N,8,93.35329995206462,High
30,138000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,10000,10.99,1,0.07,N,10,13.878141505171234,Low
29,62050,RENT,3.0,MEDICAL,E,15000,15.95,1,0.21,Y,8,93.41486437221931,High
33,117300,MORTGAGE,3.0,MEDICAL,D,16000,15.99,1,0.12,N,5,60.797614622027474,High
27,150000,MORTGAGE,4.0,VENTURE,C,6000,13.49,0,0.04,N,6,6.2833848676874196,Low
32,150000,MORTGAGE,16.0,PERSONAL,A,6000,7.49,0,0.04,N,9,4.9512734887549765,Low
27,86000,RENT,7.0,DEBTCONSOLIDATION,A,15000,6.91,0,0.17,N,5,22.637443583908663,Low
33,150000,MORTGAGE,12.0,EDUCATION,B,13125,,0,0.09,N,9,5.935499599704367,Low
32,86400,RENT,2.0,VENTURE,A,15000,6.03,0,0.17,N,7,8.827881514185908,Low
29,150000,MORTGAGE,1.0,MEDICAL,C,10000,13.49,0,0.07,N,10,14.494133547336219,Low
28,19200,OWN,2.0,PERSONAL,D,4700,15.31,1,0.24,Y,5,76.70164979745478,High
29,150000,MORTGAGE,4.0,MEDICAL,A,7200,7.29,0,0.05,N,7,6.659990439348775,Low
29,87000,RENT,1.0,HOMEIMPROVEMENT,B,15000,10.59,0,0.17,N,6,38.97781121383743,Medium
30,150000,OWN,5.0,PERSONAL,D,5425,,0,0.04,Y,5,15.256511640168016,Low
32,75000,RENT,6.0,HOMEIMPROVEMENT,B,15000,8.88,1,0.2,N,9,44.723402518836124,Medium
33,150000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.03,N,7,11.605360383915448,Low
35,87000,RENT,6.0,VENTURE,B,15000,,0,0.17,N,7,15.113791168948213,Low
27,150000,MORTGAGE,11.0,PERSONAL,B,25000,10.36,0,0.17,N,7,5.826523716697232,Low
29,150000,MORTGAGE,,DEBTCONSOLIDATION,A,14000,5.79,0,0.09,N,9,5.361096909938715,Low
29,150000,MORTGAGE,14.0,VENTURE,A,12000,5.42,0,0.08,N,9,2.0743597084300323,Low
31,18996,OWN,6.0,HOMEIMPROVEMENT,C,7000,,1,0.37,N,8,70.01110105190143,High
27,150000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,,0,0.13,N,9,8.81869599251624,Low
27,150000,MORTGAGE,2.0,MEDICAL,A,18000,,0,0.12,N,5,7.146814375706137,Low
33,138000,MORTGAGE,18.0,HOMEIMPROVEMENT,G,25000,21.27,1,0.18,Y,10,94.46680636501006,High
27,150000,MORTGAGE,3.0,EDUCATION,E,8000,17.19,0,0.05,Y,5,56.76217690647729,Medium
33,18720,OWN,0.0,DEBTCONSOLIDATION,C,3500,13.16,1,0.19,Y,6,24.076041775947367,Low
34,150000,MORTGAGE,5.0,VENTURE,B,15000,11.86,0,0.1,N,9,3.9819282039660147,Low
28,150000,MORTGAGE,4.0,EDUCATION,B,20000,,0,0.13,N,8,5.001585267924625,Low
32,150000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7800,11.86,0,0.05,N,9,11.44974211274964,Low
28,150000,OWN,12.0,HOMEIMPROVEMENT,A,8500,6.76,0,0.06,N,8,1.9261606069273143,Low
34,78000,RENT,9.0,DEBTCONSOLIDATION,E,15000,16.4,1,0.19,N,5,92.0693103327516,High
29,150000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,12000,10.62,0,0.08,N,9,12.750965575215847,Low
29,150000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10700,14.22,0,0.07,N,9,18.937517097298894,Low
